epoch,train_acc,test_acc
0,6.666666666666667,6.666666666666667
1,6.666666666666667,6.666666666666667
2,6.666666666666667,6.666666666666667
3,6.666666666666667,6.666666666666667
4,6.666666666666667,6.666666666666667
5,6.666666666666667,6.666666666666667
6,6.666666666666667,6.666666666666667
7,6.666666666666667,6.666666666666667
8,6.666666666666667,6.666666666666667
9,6.666666666666667,6.666666666666667
10,6.666666666666667,6.666666666666667
11,6.666666666666667,6.666666666666667
12,6.666666666666667,6.666666666666667
13,6.666666666666667,6.666666666666667
14,6.666666666666667,6.666666666666667
15,6.666666666666667,6.666666666666667
16,6.666666666666667,6.666666666666667
17,6.666666666666667,6.666666666666667
18,6.666666666666667,6.666666666666667
19,6.666666666666667,6.666666666666667
20,6.666666666666667,6.666666666666667
21,6.666666666666667,6.666666666666667
22,6.666666666666667,6.666666666666667
23,6.666666666666667,6.666666666666667
24,6.666666666666667,6.666666666666667
25,6.666666666666667,6.666666666666667
26,6.666666666666667,6.666666666666667
27,6.666666666666667,6.666666666666667
28,6.666666666666667,6.666666666666667
29,6.666666666666667,6.666666666666667
30,6.666666666666667,6.666666666666667
31,6.666666666666667,6.666666666666667
32,6.666666666666667,6.666666666666667
33,6.666666666666667,6.666666666666667
34,6.666666666666667,6.666666666666667
35,6.666666666666667,6.666666666666667
36,6.666666666666667,6.666666666666667
37,6.666666666666667,6.666666666666667
38,6.666666666666667,6.666666666666667
39,6.666666666666667,6.666666666666667
40,6.666666666666667,6.666666666666667
41,6.666666666666667,6.666666666666667
42,6.666666666666667,6.666666666666667
43,6.666666666666667,6.666666666666667
44,6.666666666666667,6.666666666666667
45,6.666666666666667,6.666666666666667
46,6.666666666666667,6.666666666666667
47,6.666666666666667,6.666666666666667
48,6.666666666666667,6.666666666666667
49,6.666666666666667,6.666666666666667
